time,pm2_5,pm10,nitrogen_dioxide,ozone,temp,rhum,prcp,snwd,wdir,wspd,wpgt,pres,tsun,cldc,coco,aqi_pm25,aqi_pm10,aqi_o3,aqi_no2,aqi,dominant_pollutant,aqi_category,aqi_color,hour,day_of_week,day_of_month,month,is_weekend,time_of_day,season,aqi_lag_1h,aqi_lag_3h,aqi_lag_6h,aqi_lag_12h,aqi_lag_24h,pm25_lag_1h,pm25_lag_6h,pm25_lag_24h,aqi_ma_6h,aqi_std_6h,aqi_ma_12h,aqi_std_12h,aqi_ma_24h,aqi_std_24h,pm25_ma_6h,pm25_ma_24h,temp_rhum_interaction,pm_ratio,wind_pollution
2025-08-09 19:00:00+00:00,16.8,32.6,13.8,38.0,26.8,87.0,0.0,,253.0,19.4,,1007.2,,8.0,3.0,61,30,18,7,61,pm25,Moderate,yellow,19,5,9,8,1,evening,summer,62.0,64.0,68.0,66.0,54.0,17.4,20.3,13.6,63.833333333333336,2.316606713852549,64.66666666666667,2.3094010767585162,63.35,3.5876249290552886,18.23333333333333,17.975,23.316,0.5153216159013527,325.92
2025-08-09 20:00:00+00:00,16.2,31.7,11.1,40.0,26.7,87.0,0.0,,257.0,22.0,,1006.6,,8.0,3.0,60,29,19,6,60,pm25,Moderate,yellow,20,5,9,8,1,evening,summer,61.0,63.0,67.0,66.0,54.0,16.8,19.7,13.6,62.666666666666664,2.160246899469282,64.16666666666667,2.6227443411030227,63.19047619047619,3.572380825430679,17.650000000000002,17.89047619047619,23.229,0.5110248888047695,356.4
2025-08-09 21:00:00+00:00,15.5,30.9,8.9,42.0,26.4,89.0,0.0,,263.0,22.0,,1006.1,,8.0,3.0,58,29,19,4,58,pm25,Moderate,yellow,21,5,9,8,1,night,summer,60.0,62.0,66.0,64.0,54.0,16.2,19.1,13.6,61.333333333333336,2.160246899469264,63.666666666666664,3.1718458443950426,62.95454545454545,3.6577025410478488,17.05,17.78181818181818,23.496,0.5016018899064755,341.0
2025-08-09 22:00:00+00:00,15.0,30.2,7.5,43.0,26.0,92.0,0.0,,264.0,23.8,,1005.6,,8.0,3.0,57,28,20,4,57,pm25,Moderate,yellow,22,5,9,8,1,night,summer,58.0,61.0,64.0,66.0,54.0,15.5,18.4,13.6,60.166666666666664,2.316606713852504,62.916666666666664,3.604500553811064,62.69565217391305,3.783153838324168,16.483333333333334,17.66086956521739,23.92,0.49667229561935033,357.0
2025-08-09 23:00:00+00:00,14.7,29.7,6.7,44.0,26.0,91.0,0.0,,262.0,23.0,,1005.7,,7.0,3.0,56,28,20,3,56,pm25,Moderate,yellow,23,5,9,8,1,night,summer,57.0,60.0,63.0,62.0,54.0,15.0,18.0,13.6,59.0,2.366431913239797,62.416666666666664,4.122186827695254,62.416666666666664,3.944359392156444,15.933333333333332,17.537499999999998,23.66,0.4949328305444261,338.09999999999997
2025-08-10 00:00:00+00:00,15.2,33.3,6.6,44.0,26.1,90.0,0.0,,265.0,23.4,,1005.8,,7.0,3.0,58,31,20,3,58,pm25,Moderate,yellow,0,6,10,8,1,night,summer,56.0,58.0,62.0,67.0,54.0,14.7,17.4,13.6,58.333333333333336,1.8618986725024542,61.666666666666664,4.030189107526376,62.583333333333336,3.646519086646245,15.566666666666665,17.604166666666668,23.49,0.45644274946698304,355.67999999999995
2025-08-10 01:00:00+00:00,15.7,32.6,8.1,43.0,26.1,89.0,0.0,,264.0,23.4,,1005.9,,3.0,3.0,59,30,20,4,59,pm25,Moderate,yellow,1,6,10,8,1,night,summer,58.0,57.0,61.0,68.0,56.0,15.2,16.8,14.3,58.0,1.414213562372996,60.916666666666664,3.5537005893558153,62.708333333333336,3.4575584080283503,15.383333333333333,17.6625,23.229,0.48158031962209746,367.37999999999994
2025-08-10 02:00:00+00:00,17.4,36.2,10.2,42.0,26.4,87.0,0.0,,268.0,23.8,,1006.3,,6.0,3.0,62,34,19,5,62,pm25,Moderate,yellow,2,6,10,8,1,night,summer,59.0,56.0,60.0,67.0,60.0,15.7,16.2,16.2,58.333333333333336,2.065591117977225,60.5,3.0301515113634436,62.791666666666664,3.413262708734941,15.583333333333334,17.7125,22.967999999999996,0.4806497058092317,414.12
2025-08-10 03:00:00+00:00,18.8,41.2,10.9,44.0,27.5,80.0,0.0,,271.0,24.1,,1005.9,,4.0,3.0,65,38,20,5,65,pm25,Moderate,yellow,3,6,10,8,1,night,summer,62.0,58.0,58.0,66.0,62.0,17.4,15.5,17.2,59.5,3.391164991562603,60.416666666666664,2.874917653629664,62.916666666666664,3.4378540660868886,16.133333333333333,17.779166666666665,22.0,0.4562996043785345,453.08000000000004
2025-08-10 04:00:00+00:00,19.4,44.8,9.1,52.0,28.8,73.0,0.0,,267.0,23.0,,1006.1,,5.0,3.0,66,41,24,5,66,pm25,Moderate,yellow,4,6,10,8,1,night,summer,65.0,59.0,57.0,64.0,65.0,18.8,15.0,18.7,61.0,3.999999999999984,60.583333333333336,3.146667308679952,62.958333333333336,3.470110468942837,16.866666666666664,17.808333333333334,21.024,0.4330260485257026,446.2
2025-08-10 05:00:00+00:00,20.5,48.5,6.1,62.0,29.8,68.0,0.0,,260.0,23.4,,1006.2,,5.0,3.0,69,45,29,3,69,pm25,Moderate,yellow,5,6,10,8,1,night,summer,66.0,62.0,56.0,63.0,64.0,19.4,14.7,18.5,63.166666666666664,4.262237284181473,61.083333333333336,3.9418116124288316,63.166666666666664,3.679161845319934,17.833333333333332,17.891666666666666,20.264,0.4226716974907734,479.7
2025-08-10 06:00:00+00:00,22.1,53.4,3.8,70.0,30.3,66.0,0.0,,258.0,23.0,,1006.0,,8.0,3.0,72,49,32,2,72,pm25,Moderate,yellow,6,6,10,8,1,morning,summer,69.0,65.0,58.0,62.0,64.0,20.5,15.2,18.3,65.5,4.679743582719049,61.916666666666664,5.053501636279423,63.5,4.0966582351536465,18.983333333333334,18.05,19.998,0.4138499279039719,508.3
2025-08-10 07:00:00+00:00,22.5,53.8,3.0,73.0,30.4,66.0,0.0,,255.0,22.0,,1005.7,,7.0,3.0,73,50,34,2,73,pm25,Moderate,yellow,7,6,10,8,1,morning,summer,72.0,66.0,59.0,61.0,66.0,22.1,15.7,19.2,67.83333333333333,4.262237284181506,62.916666666666664,5.961365513695568,63.791666666666664,4.510655661071198,20.116666666666667,18.1875,20.064,0.41820784000297395,495.0
2025-08-10 08:00:00+00:00,22.6,54.0,3.0,74.0,30.8,64.0,0.0,,248.0,21.2,,1005.1,,5.0,3.0,73,50,34,2,73,pm25,Moderate,yellow,8,6,10,8,1,morning,summer,73.0,69.0,62.0,60.0,66.0,22.5,17.4,19.0,69.66666666666667,3.559026084010488,64.0,6.53661018627184,64.08333333333333,4.871538161399441,20.983333333333334,18.337500000000002,19.712,0.4185107683191052,479.12
2025-08-10 09:00:00+00:00,22.6,53.8,3.4,72.0,30.6,65.0,0.0,,242.0,22.7,,1004.5,,8.0,3.0,73,50,33,2,73,pm25,Moderate,yellow,9,6,10,8,1,morning,summer,73.0,72.0,65.0,58.0,64.0,22.6,18.8,18.3,71.0,2.898275349237965,65.25,6.716668546506999,64.45833333333333,5.200160253940901,21.616666666666664,18.516666666666666,19.89,0.42006654151409833,513.02
2025-08-10 10:00:00+00:00,21.8,51.5,4.0,68.0,30.4,67.0,0.0,,239.0,23.8,,1003.9,,8.0,3.0,71,48,31,2,71,pm25,Moderate,yellow,10,6,10,8,1,morning,summer,73.0,73.0,66.0,57.0,66.0,22.6,19.4,19.3,71.83333333333333,1.6020819787598792,66.41666666666667,6.3597932118088405,64.66666666666667,5.362240500798694,22.01666666666667,18.620833333333334,20.368,0.4232927515970564,518.84
2025-08-10 11:00:00+00:00,21.3,51.3,5.0,61.0,29.8,69.0,0.0,,237.0,23.8,,1003.4,,7.0,3.0,70,48,28,3,70,pm25,Moderate,yellow,11,6,10,8,1,morning,summer,71.0,73.0,69.0,56.0,62.0,21.8,20.5,17.5,72.0,1.2649110640675545,67.58333333333333,5.501377238033368,65.0,5.437390678561215,22.150000000000002,18.779166666666665,20.562,0.4151965848618936,506.94000000000005
2025-08-10 12:00:00+00:00,21.0,51.8,7.2,54.0,29.4,70.0,0.0,,236.0,24.5,,1003.0,,5.0,3.0,70,48,25,4,70,pm25,Moderate,yellow,12,6,10,8,1,afternoon,summer,70.0,73.0,72.0,58.0,67.0,21.3,22.1,19.7,71.66666666666667,1.5055453054183294,68.58333333333333,4.621261798043987,65.125,5.519235139196297,21.96666666666667,18.833333333333332,20.58,0.40539757919731284,514.5
2025-08-10 13:00:00+00:00,20.6,48.2,9.6,49.0,28.5,74.0,0.0,,233.0,23.8,,1003.4,,5.0,3.0,69,45,23,5,69,pm25,Moderate,yellow,13,6,10,8,1,afternoon,summer,70.0,71.0,73.0,59.0,68.0,21.0,22.5,20.3,71.0,1.6733200530682992,69.41666666666667,3.5021638332824545,65.16666666666667,5.5455949354785945,21.650000000000002,18.84583333333333,21.09,0.4273770253729176,490.28000000000003
2025-08-10 14:00:00+00:00,21.0,48.2,12.9,43.0,27.7,79.0,0.0,,235.0,22.3,,1003.8,,4.0,3.0,70,45,20,6,70,pm25,Moderate,yellow,14,6,10,8,1,afternoon,summer,69.0,70.0,73.0,62.0,67.0,20.6,22.6,19.7,70.5,1.378404875209201,70.08333333333333,2.609713789020972,65.29166666666667,5.622000005155732,21.383333333333336,18.9,21.882999999999996,0.4356756083898674,468.3
2025-08-10 15:00:00+00:00,21.8,48.3,15.3,38.0,27.3,83.0,0.0,,236.0,20.9,,1004.5,,2.0,3.0,71,45,18,8,71,pm25,Moderate,yellow,15,6,10,8,1,afternoon,summer,70.0,70.0,73.0,65.0,66.0,21.0,22.6,19.1,70.16666666666667,0.7527726527094079,70.58333333333333,2.0652243256246137,65.5,5.740777102373029,21.25,19.0125,22.659000000000002,0.4513364112544254,455.62
2025-08-10 16:00:00+00:00,21.3,45.2,16.1,36.0,27.1,84.0,0.0,,236.0,22.0,,1004.8,,3.0,2.0,70,42,17,8,70,pm25,Moderate,yellow,16,6,10,8,1,afternoon,summer,71.0,69.0,71.0,66.0,64.0,21.8,21.8,18.4,70.0,0.6324555320340657,70.91666666666667,1.5050420310249257,65.75,5.802922801785175,21.166666666666668,19.133333333333333,22.764,0.4712285126435256,468.6
2025-08-10 17:00:00+00:00,21.3,45.1,15.9,36.0,26.9,87.0,0.0,,241.0,23.0,,1005.5,,4.0,3.0,70,42,17,8,70,pm25,Moderate,yellow,17,6,10,8,1,evening,summer,70.0,70.0,70.0,69.0,63.0,21.3,21.3,18.0,70.0,0.6324555320340657,71.0,1.4142135623731353,66.04166666666667,5.834523688071437,21.166666666666668,19.270833333333332,23.403,0.47227334205449994,489.90000000000003
2025-08-10 18:00:00+00:00,20.8,43.2,14.9,37.0,26.7,88.0,0.0,,253.0,23.0,,1006.0,,2.0,3.0,69,40,17,7,69,pm25,Moderate,yellow,18,6,10,8,1,evening,summer,70.0,71.0,70.0,72.0,62.0,21.3,21.0,17.4,69.83333333333333,0.7527726527094079,70.75,1.4847711791874112,66.33333333333333,5.798550543523543,21.133333333333336,19.4125,23.496,0.48147033633480707,478.40000000000003
2025-08-10 19:00:00+00:00,20.0,42.4,12.7,39.0,26.5,89.0,0.0,,254.0,24.1,,1005.9,,3.0,2.0,68,39,18,6,68,pm25,Moderate,yellow,19,6,10,8,1,evening,summer,69.0,70.0,69.0,73.0,61.0,20.8,20.6,16.8,69.66666666666667,1.0327955589888842,70.33333333333333,1.4974726182552973,66.625,5.693722706706891,21.033333333333335,19.545833333333334,23.585,0.47168698851442187,482.0
2025-08-10 20:00:00+00:00,18.6,39.5,9.7,42.0,26.4,89.0,0.0,,257.0,23.4,,1005.5,,5.0,2.0,65,37,19,5,65,pm25,Moderate,yellow,20,6,10,8,1,evening,summer,68.0,70.0,70.0,73.0,60.0,20.0,21.0,16.2,68.83333333333333,2.1369760566434004,69.66666666666667,1.922750555056441,66.83333333333333,5.529892417120574,20.633333333333333,19.645833333333332,23.496,0.47087415508468144,435.24
2025-08-10 21:00:00+00:00,17.2,37.4,7.3,44.0,26.3,90.0,0.0,,262.0,24.1,,1005.1,,3.0,3.0,62,35,20,4,62,pm25,Moderate,yellow,21,6,10,8,1,night,summer,65.0,69.0,71.0,73.0,58.0,18.6,21.8,15.5,67.33333333333333,3.204163957519528,68.75,2.6671401094874203,67.0,5.307910421576306,19.866666666666667,19.71666666666667,23.67,0.4598807518515548,414.52
2025-08-10 22:00:00+00:00,16.2,35.9,6.1,45.0,26.1,91.0,0.0,,260.0,24.5,,1004.6,,6.0,3.0,60,33,21,3,60,pm25,Moderate,yellow,22,6,10,8,1,night,summer,62.0,68.0,70.0,71.0,57.0,17.2,21.3,15.0,65.66666666666667,4.033195589934516,67.83333333333333,3.5632807491088814,67.125,5.0931539728644015,19.01666666666667,19.76666666666667,23.750999999999998,0.4512409125094009,396.9
2025-08-10 23:00:00+00:00,15.6,35.2,5.6,44.0,25.9,90.0,0.0,,261.0,23.4,,1004.6,,6.0,3.0,58,33,20,3,58,pm25,Moderate,yellow,23,6,10,8,1,night,summer,60.0,65.0,70.0,70.0,56.0,16.2,21.3,14.7,63.666666666666664,4.412104562073215,66.83333333333333,4.468746688915952,67.20833333333333,4.916513139337212,18.066666666666666,19.804166666666667,23.31,0.4431692281469276,365.03999999999996
2025-08-11 00:00:00+00:00,15.6,36.2,5.3,45.0,26.0,89.0,0.0,,266.0,24.1,,1004.7,,3.0,3.0,58,34,21,3,58,pm25,Moderate,yellow,0,0,11,8,0,night,summer,58.0,62.0,69.0,70.0,58.0,15.6,20.8,15.2,61.833333333333336,4.0207793606050215,65.83333333333333,5.006056937411562,67.20833333333333,4.916513139337212,17.2,19.820833333333333,23.14,0.4309273224496561,375.96000000000004
2025-08-11 01:00:00+00:00,16.1,38.0,7.0,44.0,25.6,91.0,0.0,,267.0,24.5,,1005.1,,5.0,2.0,59,35,20,4,59,pm25,Moderate,yellow,1,0,11,8,0,night,summer,58.0,60.0,68.0,69.0,59.0,15.6,20.0,15.7,60.333333333333336,2.7325202042560193,65.0,5.2570299253822075,67.20833333333333,4.916513139337212,16.55,19.837500000000002,23.296,0.42367306123523074,394.45000000000005
2025-08-11 02:00:00+00:00,17.8,43.2,9.3,42.0,26.0,90.0,0.1,,267.0,24.5,,1005.6,,5.0,17.0,63,40,19,5,63,pm25,Moderate,yellow,2,0,11,8,0,night,summer,59.0,58.0,65.0,70.0,62.0,16.1,18.6,17.4,60.0,2.0976176963404694,64.41666666666667,5.035480176314972,67.25,4.874512238698091,16.416666666666668,19.854166666666668,23.4,0.4120274993634407,436.1
2025-08-11 03:00:00+00:00,19.0,48.4,10.4,42.0,26.9,84.0,0.0,,266.0,26.3,,1005.8,,4.0,3.0,66,45,19,5,66,pm25,Moderate,yellow,3,0,11,8,0,night,summer,63.0,58.0,62.0,71.0,65.0,17.8,17.2,18.8,60.666666666666664,3.2041639575195497,64.0,4.631905164675325,67.29166666666667,4.85869159938878,16.716666666666665,19.8625,22.596,0.39255387285386667,499.7
2025-08-11 04:00:00+00:00,19.5,52.9,9.1,47.0,28.4,76.0,0.0,,258.0,25.6,,1005.5,,7.0,3.0,67,49,22,5,67,pm25,Moderate,yellow,4,0,11,8,0,night,summer,66.0,59.0,60.0,70.0,66.0,19.0,16.2,19.4,61.833333333333336,4.0702170294306566,63.75,4.3510709235564855,67.33333333333333,4.8514154516035894,17.266666666666666,19.866666666666667,21.584,0.36861306969622504,499.20000000000005
2025-08-11 05:00:00+00:00,19.7,54.1,6.7,53.0,29.3,72.0,0.2,,254.0,25.6,,1005.7,,8.0,17.0,67,500,25,3,500,pm10,Hazardous,maroon,5,0,11,8,0,night,summer,67.0,63.0,58.0,70.0,69.0,19.5,15.6,20.5,135.5,178.60431125815524,99.58333333333333,126.15823998118995,85.29166666666667,88.46491771694963,17.95,19.833333333333332,21.096,0.36413374983826546,504.32
2025-08-11 06:00:00+00:00,20.0,54.8,4.8,58.0,29.2,73.0,0.1,,253.0,26.3,,1005.8,,8.0,7.0,68,500,27,2,500,pm10,Hazardous,maroon,6,0,11,8,0,morning,summer,500.0,66.0,58.0,69.0,72.0,19.7,15.6,22.1,209.16666666666666,225.2957315766694,135.5,170.29199522104273,103.125,122.3275405373338,18.683333333333334,19.745833333333334,21.316,0.3649568438532144,526.0
2025-08-11 07:00:00+00:00,20.3,55.6,4.1,59.0,29.3,73.0,0.1,,253.0,25.2,,1005.6,,8.0,7.0,68,51,27,2,68,pm25,Moderate,yellow,7,0,11,8,0,morning,summer,500.0,67.0,59.0,68.0,73.0,20.0,16.1,22.5,210.66666666666666,224.12288296081385,135.5,170.29199522104273,102.91666666666667,122.3853204704987,19.383333333333333,19.654166666666665,21.389,0.3651013470980738,511.56
2025-08-11 08:00:00+00:00,20.3,54.4,4.0,59.0,29.2,74.0,0.2,,248.0,26.3,,1005.1,,8.0,7.0,68,500,27,2,500,pm10,Hazardous,maroon,8,0,11,8,0,morning,summer,68.0,500.0,63.0,65.0,73.0,20.3,17.8,22.6,283.5,237.16471069701748,171.75,197.97021125779136,120.70833333333333,146.50730184108102,19.8,19.558333333333334,21.607999999999997,0.37315490524071254,533.89
2025-08-11 09:00:00+00:00,20.0,52.6,4.3,57.0,29.0,75.0,0.1,,248.0,29.2,,1004.1,,8.0,7.0,68,49,26,2,68,pm25,Moderate,yellow,9,0,11,8,0,morning,summer,500.0,500.0,66.0,62.0,73.0,20.3,19.0,22.6,283.8333333333333,236.79900056095394,172.25,197.67518122598815,120.5,146.58162883882642,19.96666666666667,19.45,21.75,0.3802209083477501,584.0
2025-08-11 10:00:00+00:00,20.3,52.2,4.9,55.0,29.3,71.0,0.0,,247.0,28.8,,1003.4,,7.0,3.0,68,48,25,2,68,pm25,Moderate,yellow,10,0,11,8,0,morning,summer,68.0,68.0,67.0,60.0,71.0,20.0,19.5,21.8,284.0,236.61614484223176,172.91666666666666,197.27528451072595,120.375,146.62694826164028,20.1,19.3875,20.803,0.38888143905289174,584.64
2025-08-11 11:00:00+00:00,19.6,49.6,6.0,51.0,29.1,72.0,0.1,,243.0,28.4,,1002.8,,7.0,7.0,67,46,24,3,67,pm25,Moderate,yellow,11,0,11,8,0,morning,summer,68.0,500.0,500.0,58.0,70.0,20.3,19.7,21.3,211.83333333333334,223.2132761881933,173.66666666666666,196.8152494707725,120.25,146.67303181181455,20.083333333333332,19.316666666666666,20.952,0.39515332352170324,556.64
2025-08-11 12:00:00+00:00,22.6,59.6,7.5,49.0,28.6,74.0,0.0,,239.0,26.6,,1002.6,,8.0,3.0,73,53,23,4,73,pm25,Moderate,yellow,12,0,11,8,0,afternoon,summer,67.0,68.0,500.0,58.0,70.0,19.6,20.0,21.0,140.66666666666666,176.04961421902254,174.91666666666666,196.06003641432864,120.375,146.62961694424965,20.51666666666667,19.383333333333333,21.164,0.37918826865321054,601.1600000000001
